census_year,block_id,property_id,base_property_id,building_address,clue_small_area,business_address,trading_name,industry_code,industry_description,seating_type,number_of_seats,longitude,latitude
2020,27,102067,102067,89-105 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 5E, 88 Flinders Lane MELBOURNE VIC 3000",Mrs Singh,4511,Cafes and Restaurants,Seats - Indoor,50,144.97077,-37.81489
2020,28,102061,102060,Collins Tower 25-45 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Part Level 35 35 Collins Street MELBOURNE VIC 3000,No35,4511,Cafes and Restaurants,Seats - Indoor,200,144.97263,-37.81431
2020,28,108978,108978,35-47 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),45 Spring Street MELBOURNE VIC 3000,Di Stasio Citta,4511,Cafes and Restaurants,Seats - Indoor,85,144.97395,-37.8142
2020,31,108968,108968,613-639 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3, 625 Little Collins Street MELBOURNE VIC 3000",In Zone Cafe,4511,Cafes and Restaurants,Seats - Outdoor,4,144.95436,-37.81818
2020,32,102117,102117,500-514 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 10-12, 500 Collins Street MELBOURNE VIC 3000",Henry & The Fox,4511,Cafes and Restaurants,Seats - Outdoor,100,144.95748,-37.81756
2020,32,102119,102119,468-478 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 2, Ground 470 Collins Street MELBOURNE VIC 3000",Royal Stacks,4511,Cafes and Restaurants,Seats - Indoor,110,144.95833,-37.81754
2020,33,100729,100729,Metro Apartments Banks Place 18-20 Bank Place MELBOURNE VIC 3000,Melbourne (CBD),18 Bank Place MELBOURNE VIC 3000,Curry Vault,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96052,-37.81643
2020,33,102126,102126,416-420 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Unit 1C, Ground 416-420 Collins Street MELBOURNE VIC 3000",Subway,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96031,-37.81702
2020,33,105937,105937,435-443 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),23 Bank Place MELBOURNE VIC 3000,Syracuse Wine Bar & Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.9601,-37.8164
2020,34,102133,102133,360 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 8B, 360 Collins Street MELBOURNE VIC 3000",Makan,4511,Cafes and Restaurants,Seats - Indoor,80,144.96217,-37.81617
2020,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 1-2, 282-284 Collins Street MELBOURNE VIC 3000",Hopetoun Tea Rooms,4511,Cafes and Restaurants,Seats - Indoor,52,144.96434,-37.81553
2020,35,109267,109267,220-226 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 10, Ground 93-107 Swanston Street MELBOURNE VIC 3000",1932 Cafe & Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9661,-37.8153
2020,42,101156,101155,535 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 1B, 535 Bourke Street MELBOURNE VIC 3000",Doughboys Doughnuts,4511,Cafes and Restaurants,Seats - Outdoor,24,144.95781,-37.81637
2020,42,110095,101155,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 10, 555 Bourke Street MELBOURNE VIC 3000",Simply Spanish,4511,Cafes and Restaurants,Seats - Indoor,50,144.95781,-37.81637
2020,42,105949,105949,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Rear Shop 8, 540 Little Collins Street MELBOURNE VIC 3000",Fjord,4511,Cafes and Restaurants,Seats - Indoor,16,144.95677,-37.81697
2020,43,105953,105953,430-436 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Suite 3 & 5-7 Ground 430 Little Collins Street MELBOURNE VIC 3000,Iki-Jime,4511,Cafes and Restaurants,Seats - Indoor,110,144.96011,-37.81597
2020,44,105956,105956,Excelsior 384-390 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 384 Little Collins Street MELBOURNE VIC 3000,In a Rush Espresso,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96174,-37.81561
2020,45,105961,105961,304-306 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Bmt, Gnd & Mezz 306 Little Collins Street MELBOURNE VIC 3000",Laurent Boulangerie Patisserie,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96435,-37.81473
2020,45,105961,105961,304-306 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3-5, 306 Little Collins Street MELBOURNE VIC 3000",Gordons Cafe & Bar,4511,Cafes and Restaurants,Seats - Outdoor,22,144.96435,-37.81473
2020,46,101137,101137,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 15, 239 Bourke Street MELBOURNE VIC 3000",VB Rolls,4512,Takeaway Food Services,Seats - Outdoor,12,144.96662,-37.81374
2020,47,101124,101124,169 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 169 Bourke Street MELBOURNE VIC 3000,Da Rin,4511,Cafes and Restaurants,Seats - Indoor,52,144.96856,-37.81295
2020,48,105969,105969,34-60 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Shop 34 Little Collins Street MELBOURNE VIC 3000,Soi 38,4511,Cafes and Restaurants,Seats - Indoor,40,144.97196,-37.81237
2020,51,108963,108963,672-696 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Part Basement 688 Bourke Street MELBOURNE VIC 3000,Mail Exchange Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.95359,-37.81663
2020,54,104651,104651,13-15 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Ground 13-15 Hardware Lane MELBOURNE VIC 3000,Rice Paper Sister,4511,Cafes and Restaurants,Seats - Indoor,46,144.96141,-37.81429
2020,54,104654,104654,27-31 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Ground 29 Hardware Lane MELBOURNE VIC 3000,Dari Korean Café And Bar,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96127,-37.81399
2020,54,104654,104654,27-31 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Ground 29 Hardware Lane MELBOURNE VIC 3000,Dari Korean Café And Bar,4511,Cafes and Restaurants,Seats - Indoor,20,144.96127,-37.81399
2020,54,105851,105851,393-397 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 2, 395 Little Bourke Street MELBOURNE VIC 3000",Mumchan,4512,Takeaway Food Services,Seats - Indoor,9,144.9612,-37.81385
2020,54,105851,105851,393-397 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 3, 35 Hardware Lane MELBOURNE VIC 3000",Triim,4511,Cafes and Restaurants,Seats - Indoor,50,144.9612,-37.81385
2020,55,105840,105840,265-279 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Level 1-12 265-279 Little Bourke Street MELBOURNE VIC 3000,Mercure Welcome Hotel,4400,Accommodation,Seats - Indoor,75,144.96466,-37.8129
2020,56,101202,101202,206-218 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 15-17, 206 Bourke Street MELBOURNE VIC 3000",Tim Ho Wan,4511,Cafes and Restaurants,Seats - Indoor,90,144.96687,-37.81267
2020,56,101202,101202,206-218 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 7, 206 Bourke Street MELBOURNE VIC 3000",Mrs Zan's Kitchen,4511,Cafes and Restaurants,Seats - Indoor,56,144.96687,-37.81267
2020,56,101204,101204,194-200 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 201, Level 1 194-200 Bourke Street MELBOURNE VIC 3000",Wagaya Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,300,144.96727,-37.81242
2020,56,108546,108546,195-197 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),195 Russell Street MELBOURNE VIC 3000,Teaser Fengcha,4129,Other Specialised Food Retailing,Seats - Indoor,10,144.9674,-37.812
2020,57,101209,101209,168-174 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 168 Bourke Street MELBOURNE VIC 3000,Udon Izakaya Maedaya,4511,Cafes and Restaurants,Seats - Indoor,44,144.96825,-37.81251
2020,57,101212,101212,152-158 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Level 1 139 Little Bourke Street MELBOURNE VIC 3000,Rising Embers,4511,Cafes and Restaurants,Seats - Indoor,120,144.96852,-37.81196
2020,57,101213,101213,140 East 134-144 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),138 Bourke Street MELBOURNE VIC 3000,Virgin Active Health Club,9111,Health and Fitness Centres and Gymnasia Operation,Seats - Indoor,32,144.96884,-37.81203
2020,57,103601,103601,189-195 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 5, 83-89 Little Bourke Street MELBOURNE VIC 3000",Bar Clara,4520,"Pubs, Taverns and Bars",Seats - Outdoor,10,144.96991,-37.81129
2020,58,101237,101237,10 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Level 1 10 Bourke Street MELBOURNE VIC 3000,Recoleta,4511,Cafes and Restaurants,Seats - Indoor,32,144.97256,-37.81124
2020,58,108986,108986,161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Level 2 161 Spring Street MELBOURNE VIC 3000,Siglo Bar,4520,"Pubs, Taverns and Bars",Seats - Indoor,80,144.97243,-37.81095
2020,61,105717,105717,20-40 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),28 Rose Lane MELBOURNE VIC 3000,Common Place Coffee Brewers,4512,Takeaway Food Services,Seats - Indoor,8,144.95425,-37.81499
2020,62,110099,110099,189-203 William Street MELBOURNE VIC 3000,Melbourne (CBD),Part 530 Little Bourke Street MELBOURNE VIC 3000,Banoi,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95707,-37.81465
2020,63,108077,108077,215 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),215 Queen Street MELBOURNE VIC 3000,Michelangelo,4511,Cafes and Restaurants,Seats - Indoor,60,144.95987,-37.8138
2020,64,103187,103187,Nova Apartments 219-233 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),344 Little Bourke Street MELBOURNE VIC 3000,Hana's Kitchen,4512,Takeaway Food Services,Seats - Outdoor,4,144.96228,-37.81321
2020,64,105707,105707,399-413 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Tenancy 1, 79 Hardware Lane MELBOURNE VIC 3000",Claypots Barbarossa,4511,Cafes and Restaurants,Seats - Indoor,50,144.96069,-37.81305
2020,65,109297,109297,265-267 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),265-267 Swanston Street MELBOURNE VIC 3000,Nelayan,4511,Cafes and Restaurants,Seats - Indoor,62,144.9646,-37.81201
2020,65,109298,109298,269 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),269 Swanston Street MELBOURNE VIC 3000,Dumplings Plus,4511,Cafes and Restaurants,Seats - Indoor,115,144.96457,-37.81195
2020,72,105727,105727,528-538 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),528 Lonsdale Street MELBOURNE VIC 3000,Peddler Tuck Shop CBD,4512,Takeaway Food Services,Seats - Outdoor,10,144.95642,-37.81366
2020,72,110708,110707,535 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop G, 535 Little Lonsdale Street MELBOURNE VIC 3000",Gami At Healeys - Chicken & Beer,4511,Cafes and Restaurants,Seats - Indoor,40,144.956,-37.81346
2020,74,103200,103200,287-289 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Level 1 287-289 Elizabeth Street MELBOURNE VIC 3000,Mankeumi,4511,Cafes and Restaurants,Seats - Indoor,20,144.96163,-37.81191
2020,74,103204,103204,301 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),301 Elizabeth Street MELBOURNE VIC 3000,G2 Korean BBQ,4511,Cafes and Restaurants,Seats - Indoor,74,144.96163,-37.81161
2020,74,103205,103205,303-305 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),303-305 Elizabeth Street MELBOURNE VIC 3000,Easy Pot,4511,Cafes and Restaurants,Seats - Indoor,94,144.9616,-37.81155
2020,74,104661,104661,115-123 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),119 Hardware Street MELBOURNE VIC 3000,Hadware Street Cafe,4512,Takeaway Food Services,Seats - Outdoor,6,144.96039,-37.81211
2020,77,108573,108573,270 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 270 Russell Street MELBOURNE VIC 3000,Whisky and Alement,4520,"Pubs, Taverns and Bars",Seats - Indoor,45,144.96716,-37.81011
2020,77,108573,108573,270 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Level 1 270A Russell Street MELBOURNE VIC 3000,Melbourne Whisky Room,4520,"Pubs, Taverns and Bars",Seats - Indoor,45,144.96716,-37.81011
2020,78,103618,103618,242-284 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Shop 2A & 2B 242 Exhibition Street MELBOURNE VIC 3000,Bros Sushi,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96998,-37.80942
2020,78,103618,103618,242-284 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 1, 242 Exhibition Street MELBOURNE VIC 3000",Coopers Inn,4520,"Pubs, Taverns and Bars",Seats - Indoor,300,144.96998,-37.80942
2020,78,580090,580090,Casselden 2-30 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 2 Lonsdale Street MELBOURNE VIC 3000,Standard Coffee,4511,Cafes and Restaurants,Seats - Indoor,75,144.97142,-37.80907
2020,78,603923,580091,The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 6, 36 Lonsdale Street MELBOURNE VIC 3000",Goz City,4511,Cafes and Restaurants,Seats - Outdoor,9,144.97073,-37.8092
2020,82,110108,110108,277-287 William Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 277 William Street MELBOURNE VIC 3000,Kings and Knaves Espresso,4512,Takeaway Food Services,Seats - Outdoor,20,144.95636,-37.81252
2020,84,650593,106044,Melbourne Star Apartments 8 Sutherland Street MELBOURNE VIC 3000,Melbourne (CBD),10 Sutherland Street MELBOURNE VIC 3000,Green Me Yoghurt,4511,Cafes and Restaurants,Seats - Indoor,19,144.96094,-37.81128
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),"Shop 311, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",Asian Beer Cafe,4511,Cafes and Restaurants,Seats - Indoor,560,144.96284,-37.8109
2020,87,106057,106057,106 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 106 Little Lonsdale Street MELBOURNE VIC 3000,Troika Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,8,144.96859,-37.80915
2020,93,105477,105477,378-392 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Part Ground 380-390 La Trobe Street MELBOURNE VIC 3000,Charles LaTrobe Coffee Co,4511,Cafes and Restaurants,Seats - Indoor,80,144.95805,-37.81091
2020,95,103307,103307,380 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 380 Elizabeth Street MELBOURNE VIC 3000,Nando's,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96149,-37.80986
2020,95,109315,109315,407-409 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),"Unit 2, Ground 407 Swanston Street MELBOURNE VIC 3000",Druids Cafe,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96318,-37.80896
2020,104,100167,100167,Uni On A'Beckett Apartments 106-116 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),106 A'Beckett Street MELBOURNE VIC 3000,Cupanda Kitchen,4511,Cafes and Restaurants,Seats - Indoor,80,144.96001,-37.80913
2020,104,103221,103221,421 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Ground 421 Elizabeth Street MELBOURNE VIC 3000,Tea Bag,4511,Cafes and Restaurants,Seats - Indoor,8,144.96047,-37.80908
2020,104,103223,103223,427 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),427 Elizabeth Street MELBOURNE VIC 3000,Shujinko Ramen,4511,Cafes and Restaurants,Seats - Indoor,32,144.96043,-37.80898
2020,113,110671,108118,133-159 Victoria Street MELBOURNE VIC 3000,Melbourne (CBD),157-159 Victoria Street MELBOURNE VIC 3000,Josies Food Bar,4511,Cafes and Restaurants,Seats - Indoor,48,144.95763,-37.80783
2020,207,106149,106149,323 Lygon Street CARLTON VIC 3053,Carlton,323 Lygon Street CARLTON VIC 3053,Milk The Cow,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96713,-37.79777
2020,217,103107,103107,189 Elgin Street CARLTON VIC 3053,Carlton,"Shop 1, Ground 189 Elgin Street CARLTON VIC 3053",The Heart of Carlton,4512,Takeaway Food Services,Seats - Outdoor,5,144.96821,-37.79746
2020,217,103704,103704,194-196 Faraday Street CARLTON VIC 3053,Carlton,Ground 194-196 Faraday Street CARLTON VIC 3053,Yo-Chi,4511,Cafes and Restaurants,Seats - Indoor,40,144.96802,-37.79844
2020,223,103070,103070,63 Elgin Street CARLTON VIC 3053,Carlton,63 Elgin Street CARLTON VIC 3053,Brew Culture,4512,Takeaway Food Services,Seats - Indoor,20,144.97242,-37.7979
2020,226,108229,108229,178 Rathdowne Street CARLTON VIC 3053,Carlton,178 Rathdowne Street CARLTON VIC 3053,Sushi Ten,4511,Cafes and Restaurants,Seats - Indoor,24,144.97118,-37.79519
2020,226,108236,108236,160-162 Rathdowne Street CARLTON VIC 3053,Carlton,160-162 Rathdowne Street CARLTON VIC 3053,Calrton Pizzeria Bar and Restaurant,4511,Cafes and Restaurants,Seats - Indoor,20,144.97112,-37.79554
2020,242,101255,101255,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,Carlton,230-234 Leicester Street CARLTON VIC 3053,The Graduate Union of the University of Melbourne,4400,Accommodation,Seats - Indoor,200,144.96162,-37.80104
2020,246,101693,101693,156-164 Cardigan Street CARLTON VIC 3053,Carlton,"Unit 3, 164 Cardigan Street CARLTON VIC 3053",Don Tojo,4511,Cafes and Restaurants,Seats - Indoor,48,144.96563,-37.80133
2020,246,104449,104449,117 Grattan Street CARLTON VIC 3053,Carlton,117 Grattan Street CARLTON VIC 3053,Pepper alley,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96562,-37.8008
2020,246,106112,106112,199 Lygon Street CARLTON VIC 3053,Carlton,199 Lygon Street CARLTON VIC 3053,Seasons Provedore,4511,Cafes and Restaurants,Seats - Indoor,20,144.96666,-37.80097
2020,252,106242,106242,166-168 Lygon Street CARLTON VIC 3053,Carlton,166-168 Lygon Street CARLTON VIC 3053,Il Gambero On The Park,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96681,-37.80331
2020,252,106246,106246,148-150 Lygon Street CARLTON VIC 3053,Carlton,150 Lygon Street CARLTON VIC 3053,Roberts Italian Restaurant,4511,Cafes and Restaurants,Seats - Indoor,60,144.96673,-37.80367
2020,254,106094,106094,147 Lygon Street CARLTON VIC 3053,Carlton,Shop 147 Lygon Street CARLTON VIC 3053,Mad Hare,4511,Cafes and Restaurants,Seats - Indoor,18,144.96611,-37.80373
2020,257,525991,525991,159 Pelham Street CARLTON VIC 3053,Carlton,Ground 159 Pelham Street CARLTON VIC 3053,Briscola Espresso,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96126,-37.80241
2020,257,525992,525992,157 Pelham Street CARLTON VIC 3053,Carlton,Ground 157 Pelham Street CARLTON VIC 3053,Briscola Cafe,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96134,-37.80242
2020,264,661676,644815,551 Swanston Street CARLTON VIC 3053,Carlton,Gnd & Bmt 551 Swanston Street CARLTON VIC 3053,No 1 Delicious Hotpot And Bbq,4511,Cafes and Restaurants,Seats - Indoor,150,144.96252,-37.8057
2020,274,107697,107696,Ikon Park 400 Royal Parade CARLTON NORTH VIC 3054,Carlton,Part Ground Ikon Park Princes Park 400 Royal Parade CARLTON NORTH VIC 3054,Carlton Cafe,4511,Cafes and Restaurants,Seats - Indoor,70,144.96153,-37.78499
2020,309,106299,106299,257-259 Macaulay Road NORTH MELBOURNE VIC 3051,North Melbourne,257 Macaulay Road NORTH MELBOURNE VIC 3051,North End Deli,4511,Cafes and Restaurants,Seats - Outdoor,9,144.9382,-37.79558
2020,354,103524,103524,16-18 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,16 Errol Street NORTH MELBOURNE VIC 3051,Sublime cafe,4512,Takeaway Food Services,Seats - Indoor,6,144.94965,-37.80471
2020,358,109827,109827,320-322 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Ground 320 Victoria Street NORTH MELBOURNE VIC 3051,Kebab Connection,4512,Takeaway Food Services,Seats - Indoor,17,144.95549,-37.80561
2020,361,109837,109837,268-276 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,268 Victoria Street NORTH MELBOURNE VIC 3051,Hallah,4511,Cafes and Restaurants,Seats - Indoor,50,144.95739,-37.8058
2020,362,103246,103246,595 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,Ground 595 Elizabeth Street MELBOURNE VIC 3000,I Wrap Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.95815,-37.80444
2020,369,103498,103498,116-118 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,116 Errol Street NORTH MELBOURNE VIC 3051,Affinity On Errol,4511,Cafes and Restaurants,Seats - Outdoor,4,144.9501,-37.80223
2020,423,109716,109716,349-351 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Ground 351 Victoria Street WEST MELBOURNE VIC 3003,Katmandu Cottage,4511,Cafes and Restaurants,Seats - Indoor,60,144.94979,-37.80539
2020,435,107485,107485,81-83 Peel Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Ground 81-83 Peel Street WEST MELBOURNE VIC 3003,Lukumades,4512,Takeaway Food Services,Seats - Indoor,8,144.95558,-37.80629
2020,435,109682,109682,173-181 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),179-181 Victoria Street WEST MELBOURNE VIC 3003,Soolzip Korean,4512,Takeaway Food Services,Seats - Indoor,25,144.9556,-37.80607
2020,607,110008,110008,78A Wellington Parade EAST MELBOURNE VIC 3002,East Melbourne,78A Wellington Parade EAST MELBOURNE VIC 3002,Geppetto Trattoria,4511,Cafes and Restaurants,Seats - Indoor,40,144.98743,-37.81636
2020,616,107632,107632,95-101 Powlett Street EAST MELBOURNE VIC 3002,East Melbourne,95-101 Powlett Street EAST MELBOURNE VIC 3002,Magnolia Court Boutique Hotel,4400,Accommodation,Seats - Indoor,18,144.9853,-37.81337
2020,618,109996,109996,1-9 Powlett Street EAST MELBOURNE VIC 3002,East Melbourne,154 Wellington Parade EAST MELBOURNE VIC 3002,My Sushi Japanese Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.98483,-37.81609
